DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
24;035;24035;Pays de Belvès;24;363;24363;Saint-Amand-de-Belvès;106;0;106
24;364;24364;Coly-Saint-Amand;24;364;24364;Saint-Amand-de-Coly;415;14;429
24;026;24026;Bassillac et Auberoche;24;369;24369;Saint-Antoine-d'Auberoche;137;5;142
24;376;24376;Saint Aulaye-Puymangou;24;376;24376;Saint-Aulaye;1355;24;1379
24;356;24356;Rouffignac-Saint-Cernin-de-Reilhac;24;387;24387;Saint-Cernin-de-Reillac;132;1;133
24;172;24172;Les Eyzies;24;389;24389;Saint-Cirq;135;2;137
24;064;24064;Brantôme en Périgord;24;391;24391;Saint-Crépin-de-Richemont;235;5;240
24;423;24423;Saint-Julien-Innocence-Eulalie;24;402;24402;Sainte-Eulalie-d'Eymet;83;1;84
24;423;24423;Saint-Julien-Innocence-Eulalie;24;423;24423;Sainte-Innocence;113;0;113
24;259;24259;Eyraud-Crempse-Maurens;24;427;24427;Saint-Jean-d'Eyraud;215;4;219
24;064;24064;Brantôme en Périgord;24;430;24430;Saint-Julien-de-Bourdeilles;93;0;93
24;259;24259;Eyraud-Crempse-Maurens;24;431;24431;Saint-Julien-de-Crempse;203;0;203
24;423;24423;Saint-Julien-Innocence-Eulalie;24;433;24433;Saint-Julien-d'Eymet;115;0;115
24;362;24362;Val de Louyre et Caudeau;24;435;24435;Saint-Laurent-des-Bâtons;218;5;223
24;053;24053;Boulazac Isle Manoire;24;439;24439;Saint-Laurent-sur-Manoire;1078;34;1112
24;053;24053;Boulazac Isle Manoire;24;447;24447;Sainte-Marie-de-Chignac;594;19;613
24;354;24354;La Roche-Chalais;24;467;24467;Saint-Michel-de-Rivière;810;15;825
24;354;24354;La Roche-Chalais;24;469;24469;Saint-Michel-l'Écluse-et-Léparon;629;9;638
24;147;24147;Cubjac-Auvézère-Val d'Ans;24;475;24475;Saint-Pantaly-d'Ans;151;1;152
24;028;24028;Beaumontois en Périgord;24;497;24497;Sainte-Sabine-Born;368;9;377
24;253;24253;Mareuil en Périgord;24;503;24503;Saint-Sulpice-de-Mareuil;75;2;77
24;064;24064;Brantôme en Périgord;24;530;24530;Sencenac-Puy-de-Fourches;277;3;280
24;540;24540;Sorges et Ligueux en Périgord;24;540;24540;Sorges;1335;27;1362
24;554;24554;La Tour-Blanche-Cercles;24;554;24554;La Tour-Blanche;380;8;388
24;064;24064;Brantôme en Périgord;24;561;24561;Valeuil;339;14;353
24;253;24253;Mareuil en Périgord;24;579;24579;Vieux-Mareuil;313;10;323
25;223;25223;Éternoz;25;010;25010;Alaise;42;0;42
25;035;25035;Les Auxons;25;034;25034;Auxon-Dessous;1402;31;1433
25;035;25035;Les Auxons;25;035;25035;Auxon-Dessus;1120;23;1143
25;060;25060;Val-d'Usiers;25;060;25060;Bians-les-Usiers;697;22;719
25;433;25433;Orgeans-Blanchefontaine;25;064;25064;Blanchefontaine;3;0;3
25;434;25434;Ornans;25;076;25076;Bonnevaux-le-Prieuré;128;0;128
25;156;25156;Pays-de-Clerval;25;140;25140;Chaux-lès-Clerval;156;4;160
25;505;25505;Rougemont;25;144;25144;Chazelot;51;2;53
25;101;25101;Burgille;25;146;25146;Chazoy;59;2;61
25;101;25101;Burgille;25;165;25165;Cordiron;120;1;121
25;374;25374;Mercey-le-Grand;25;167;25167;Cottier;87;0;87
25;223;25223;Éternoz;25;168;25168;Coulans-sur-Lizon;22;0;22
25;223;25223;Éternoz;25;205;25205;Doulaize;20;0;20
25;018;25018;Anteuil;25;272;25272;Glainans;119;7;126
25;060;25060;Val-d'Usiers;25;282;25282;Goux-les-Usiers;805;14;819
25;417;25417;Naisey-les-Granges;25;291;25291;Granges-de-Vienney;21;0;21
25;357;25357;Maisons-du-Bois-Lièvremont;25;337;25337;Lièvremont;424;9;433
25;468;25468;Pouligney-Lusans;25;353;25353;Lusans;174;5;179
25;537;25537;Scey-Maisières;25;358;25358;Maisières-Notre-Dame;71;4;75
25;187;25187;Dambelin;25;363;25363;Mambouhans;51;3;54
25;505;25505;Rougemont;25;396;25396;Montferney;53;2;55
25;275;25275;Glère;25;407;25407;Montursin;6;0;6
25;505;25505;Rougemont;25;409;25409;Morchamps;15;0;15
25;434;25434;Ornans;25;434;25434;Ornans;4293;85;4378
25;438;25438;Osselle-Routelle;25;438;25438;Osselle;445;4;449
25;223;25223;Éternoz;25;484;25484;Refranche;19;1;20
25;438;25438;Osselle-Routelle;25;509;25509;Routelle;511;10;521
25;385;25385;Montagney-Servigney;25;543;25543;Servigney;49;0;49
25;060;25060;Val-d'Usiers;25;549;25549;Sombacour;626;15;641
25;018;25018;Anteuil;25;568;25568;Tournedoz;22;0;22
25;212;25212;École-Valentin;25;581;25581;Valentin;303;6;309
25;275;25275;Glère;25;606;25606;Vernois-le-Fol;64;2;66
26;001;26001;Solaure en Diois;26;001;26001;Aix-en-Diois;338;9;347
26;086;26086;Châtillon-en-Diois;26;086;26086;Châtillon-en-Diois;545;4;549
26;210;26210;Valherbasse;26;184;26184;Miribel;297;3;300
26;001;26001;Solaure en Diois;26;187;26187;Molières-Glandaz;106;0;106
26;210;26210;Valherbasse;26;210;26210;Montrigaud;492;9;501
26;216;26216;Saint-Jean-de-Galaure;26;216;26216;La Motte-de-Galaure;774;19;793
26;216;26216;Saint-Jean-de-Galaure;26;219;26219;Mureils;484;6;490
26;210;26210;Valherbasse;26;297;26297;Saint-Bonnet-de-Valclérieux;231;5;236
26;086;26086;Châtillon-en-Diois;26;354;26354;Treschenu-Creyers;114;1;115
26;179;26179;Mercurol-Veaunes;26;366;26366;Veaunes;452;7;459
27;049;27049;Mesnil-en-Ouche;27;007;27007;Ajou;255;3;258
27;011;27011;Amfreville-Saint-Amand;27;011;27011;Amfreville-la-Campagne;872;13;885
27;022;27022;Le Val d'Hazey;27;022;27022;Aubevoye;4670;102;4772
27;049;27049;Mesnil-en-Ouche;27;041;27041;La Barre-en-Ouche;837;22;859
27;049;27049;Mesnil-en-Ouche;27;049;27049;Beaumesnil;481;33;514
27;213;27213;Vexin-sur-Epte;27;060;27060;Berthenonville;247;2;249
27;062;27062;Les Monts du Roumois;27;062;27062;Berville-en-Roumois;880;28;908
27;070;27070;Frenelles-en-Vexin;27;070;27070;Boisemont;782;8;790
27;085;27085;Flancourt-Crescy-en-Roumois;27;085;27085;Bosc-Bénard-Crescy;469;4;473
27;049;27049;Mesnil-en-Ouche;27;088;27088;Bosc-Renoult-en-Ouche;136;4;140
27;062;27062;Les Monts du Roumois;27;092;27092;Bosguérard-de-Marcouville;639;17;656
27;107;27107;Bourneville-Sainte-Croix;27;107;27107;Bourneville;1011;19;1030
27;112;27112;Breteuil;27;112;27112;Breteuil;3142;105;3247
27;213;27213;Vexin-sur-Epte;27;121;27121;Bus-Saint-Rémy;342;5;347
27;213;27213;Vexin-sur-Epte;27;128;27128;Cantiers;227;4;231
27;425;27425;Nassandres sur Risle;27;131;27131;Carsix;261;2;263
27;685;27685;La Vieille-Lyre;27;143;27143;Champignolles;37;2;39
27;112;27112;Breteuil;27;159;27159;Cintray;419;11;430
27;198;27198;Mesnils-sur-Iton;27;166;27166;Condé-sur-Iton;919;12;931
27;070;27070;Frenelles-en-Vexin;27;175;27175;Corny;385;5;390
27;578;27578;Sainte-Marie-d'Attez;27;195;27195;Dame-Marie;121;4;125
27;213;27213;Vexin-sur-Epte;27;197;27197;Dampsmesnil;199;5;204
27;213;27213;Vexin-sur-Epte;27;213;27213;Écos;1079;11;1090
27;049;27049;Mesnil-en-Ouche;27;221;27221;Épinay;290;5;295
27;425;27425;Nassandres sur Risle;27;253;27253;Fontaine-la-Soret;370;7;377
27;213;27213;Vexin-sur-Epte;27;255;27255;Fontenay-en-Vexin;254;4;258
27;213;27213;Vexin-sur-Epte;27;257;27257;Forêt-la-Folie;486;18;504
27;213;27213;Vexin-sur-Epte;27;262;27262;Fourges;769;16;785
27;263;27263;Le Perrey;27;263;27263;Fourmetot;674;11;685
27;679;27679;Verneuil d'Avre et d'Iton;27;265;27265;Francheville;1147;21;1168
27;070;27070;Frenelles-en-Vexin;27;270;27270;Fresne-l'Archevêque;523;15;538
27;294;27294;Val d'Orger;27;274;27274;Gaillardbois-Cressenville;442;6;448
27;277;27277;La Baronnie;27;277;27277;Garencières;647;14;661
27;049;27049;Mesnil-en-Ouche;27;283;27283;Gisay-la-Coudre;235;6;241
27;049;27049;Mesnil-en-Ouche;27;292;27292;Gouttières;176;3;179
27;294;27294;Val d'Orger;27;294;27294;Grainville;548;8;556
27;049;27049;Mesnil-en-Ouche;27;296;27296;Granchain;215;5;220
27;112;27112;Breteuil;27;305;27305;La Guéroulde;723;19;742
27;213;27213;Vexin-sur-Epte;27;308;27308;Guitry;258;4;262
27;062;27062;Les Monts du Roumois;27;344;27344;Houlbec-près-le-Gros-Theil;90;1;91
27;049;27049;Mesnil-en-Ouche;27;356;27356;Jonquerets-de-Livet;326;5;331
27;049;27049;Mesnil-en-Ouche;27;362;27362;Landepéreuse;373;10;383
27;412;27412;Terres de Bord;27;412;27412;Montaure;1142;25;1167
27;425;27425;Nassandres sur Risle;27;425;27425;Nassandres;1260;22;1282
27;448;27448;Pacy-sur-Eure;27;448;27448;Pacy-sur-Eure;4479;112;4591
27;213;27213;Vexin-sur-Epte;27;449;27449;Panilleuse;466;10;476
27;425;27425;Nassandres sur Risle;27;452;27452;Perriers-la-Campagne;400;6;406
27;471;27471;Porte-de-Seine;27;471;27471;Porte-Joie;101;3;104
27;153;27153;Chauvincourt-Provemont;27;479;27479;Provemont;147;3;150
27;277;27277;La Baronnie;27;484;27484;Quessigny;113;2;115
27;049;27049;Mesnil-en-Ouche;27;499;27499;La Roussière;210;5;215
27;011;27011;Amfreville-Saint-Amand;27;506;27506;Saint-Amand-des-Hautes-Terres;328;6;334
27;448;27448;Pacy-sur-Eure;27;510;27510;Saint-Aquilin-de-Pacy;496;11;507
27;049;27049;Mesnil-en-Ouche;27;513;27513;Saint-Aubin-des-Hayes;144;6;150
27;049;27049;Mesnil-en-Ouche;27;515;27515;Saint-Aubin-le-Guichard;286;7;293
27;516;27516;Treis-Sants-en-Ouche;27;516;27516;Saint-Aubin-le-Vertueux;787;18;805
27;022;27022;Le Val d'Hazey;27;519;27519;Sainte-Barbe-sur-Gaillon;304;4;308
27;516;27516;Treis-Sants-en-Ouche;27;523;27523;Saint-Clair-d'Arcey;336;12;348
27;107;27107;Bourneville-Sainte-Croix;27;526;27526;Sainte-Croix-sur-Aizier;286;9;295
27;049;27049;Mesnil-en-Ouche;27;566;27566;Sainte-Marguerite-en-Ouche;94;1;95
27;578;27578;Sainte-Marie-d'Attez;27;573;27573;Saint-Nicolas-d'Attez;167;6;173
27;578;27578;Sainte-Marie-d'Attez;27;578;27578;Saint-Ouen-d'Attez;291;3;294
27;263;27263;Le Perrey;27;581;27581;Saint-Ouen-des-Champs;308;8;316
27;049;27049;Mesnil-en-Ouche;27;596;27596;Saint-Pierre-du-Mesnil;90;0;90
27;516;27516;Treis-Sants-en-Ouche;27;600;27600;Saint-Quentin-des-Isles;211;3;214
27;263;27263;Le Perrey;27;607;27607;Saint-Thurien;239;2;241
27;049;27049;Mesnil-en-Ouche;27;628;27628;Thevray;293;5;298
27;412;27412;Terres de Bord;27;648;27648;Tostes;435;9;444
27;471;27471;Porte-de-Seine;27;651;27651;Tournedos-sur-Seine;108;2;110
27;213;27213;Vexin-sur-Epte;27;653;27653;Tourny;941;32;973
27;679;27679;Verneuil d'Avre et d'Iton;27;679;27679;Verneuil-sur-Avre;6115;321;6436
27;022;27022;Le Val d'Hazey;27;687;27687;Vieux-Villez;182;3;185
28;199;28199;Janville-en-Beauce;28;002;28002;Allaines-Mervilliers;241;6;247
28;023;28023;Bailleau-Armenonville;28;011;28011;Armenonville-les-Gâtineaux;288;5;293
28;015;28015;Auneau-Bleury-Saint-Symphorien;28;015;28015;Auneau;5100;57;5157
28;018;28018;Authon-du-Perche;28;018;28018;Authon-du-Perche;1146;20;1166
28;406;28406;Éole-en-Beauce;28;020;28020;Baignolet;117;1;118
28;226;28226;Maillebois;28;043;28043;Blévy;360;6;366
28;236;28236;Arcisses;28;063;28063;Brunelles;511;7;518
28;236;28236;Arcisses;28;112;28112;Coudreceau;475;8;483
28;226;28226;Maillebois;28;125;28125;Dampierre-sur-Blévy;250;6;256
28;406;28406;Éole-en-Beauce;28;145;28145;Fains-la-Folie;360;6;366
28;331;28331;Saintigny;28;165;28165;Frétigny;487;13;500
28;386;28386;Thimert-Gâtelles;28;174;28174;Gâtelles;400;8;408
28;406;28406;Éole-en-Beauce;28;179;28179;Germignonville;228;3;231
28;199;28199;Janville-en-Beauce;28;199;28199;Janville;1854;29;1883
28;120;28120;Crucey-Villages;28;228;28228;Mainterne;75;0;75
28;236;28236;Arcisses;28;236;28236;Margon;1223;24;1247
28;360;28360;Saint-Sauveur-Marville;28;238;28238;Marville-les-Bois;366;9;375
28;422;28422;Les Villages Vovéens;28;258;28258;Montainville;323;0;323
28;056;28056;Boutigny-Prouais;28;307;28307;Prouais;567;12;579
28;199;28199;Janville-en-Beauce;28;311;28311;Le Puiset;387;8;395
28;422;28422;Les Villages Vovéens;28;320;28320;Rouvray-Saint-Florentin;184;5;189
28;331;28331;Saintigny;28;331;28331;Saint-Denis-d'Authou;447;11;458
28;034;28034;Berchères-Saint-Germain;28;338;28338;Saint-Germain-la-Gâtine;151;2;153
28;015;28015;Auneau-Bleury-Saint-Symphorien;28;361;28361;Bleury-Saint-Symphorien;1254;20;1274
28;018;28018;Authon-du-Perche;28;376;28376;Soizé;336;7;343
28;373;28373;Senonches;28;381;28381;Tardais;56;0;56
28;279;28279;Nogent-le-Roi;28;399;28399;Vacheresses-les-Basses;249;10;259
28;406;28406;Éole-en-Beauce;28;406;28406;Viabon;381;9;390
28;406;28406;Éole-en-Beauce;28;412;28412;Villeau;154;6;160
28;373;28373;Senonches;28;413;28413;La Ville-aux-Nonains;161;2;163
28;422;28422;Les Villages Vovéens;28;416;28416;Villeneuve-Saint-Nicolas;148;1;149
28;120;28120;Crucey-Villages;28;420;28420;Vitray-sous-Brézolles;83;0;83
28;422;28422;Les Villages Vovéens;28;422;28422;Voves;3322;43;3365
29;003;29003;Audierne;29;003;29003;Audierne;2163;29;2192
29;021;29021;Plounéour-Brignogan-plages;29;021;29021;Brignogan-Plages;752;18;770
29;003;29003;Audierne;29;052;29052;Esquibien;1545;26;1571
29;076;29076;Milizac-Guipronvel;29;076;29076;Guipronvel;810;9;819
29;241;29241;Rosporden;29;092;29092;Kernével;3140;72;3212
29;266;29266;Saint-Thégonnec Loc-Eguiner;29;127;29127;Loc-Eguiner-Saint-Thégonnec;326;4;330
29;227;29227;Poullaouen;29;129;29129;Locmaria-Berrien;203;5;208
29;076;29076;Milizac-Guipronvel;29;149;29149;Milizac;3923;58;3981
29;199;29199;Plouigneau;29;199;29199;Plouigneau;4898;179;5077
29;021;29021;Plounéour-Brignogan-plages;29;203;29203;Plounéour-Trez;1203;35;1238
29;199;29199;Plouigneau;29;219;29219;Le Ponthou;141;5;146
29;227;29227;Poullaouen;29;227;29227;Poullaouen;1263;28;1291
29;266;29266;Saint-Thégonnec Loc-Eguiner;29;266;29266;Saint-Thégonnec;2792;63;2855
31;085;31085;Boutx;31;016;31016;Argut-Dessus;32;0;32
31;085;31085;Boutx;31;154;31154;Couledoux;52;0;52
31;471;31471;Saint-Béat-Lez;31;298;31298;Lez;50;0;50
31;412;31412;Péguilhan;31;307;31307;Lunax;60;1;61
31;412;31412;Péguilhan;31;412;31412;Péguilhan;195;7;202
32;426;32426;Seissan;32;011;32011;Artiguedieu;90;3;93
32;344;32344;Riscle;32;074;32074;Cannet;326;11;337
32;079;32079;Castelnau d'Auzan Labarrère;32;168;32168;Labarrère;188;6;194
32;462;32462;Vic-Fezensac;32;179;32179;Lagraulas;104;3;107
32;344;32344;Riscle;32;344;32344;Riscle;1317;107;1424
33;018;33018;Val de Virvée;33;018;33018;Aubie-et-Espessas;1386;22;1408
33;106;33106;Castets et Castillon;33;106;33106;Castets-en-Dorthe;1251;24;1275
33;106;33106;Castets et Castillon;33;107;33107;Castillon-de-Castets;288;9;297
33;380;33380;Val-de-Livenne;33;267;33267;Marcillac;1130;15;1145
33;018;33018;Val de Virvée;33;371;33371;Saint-Antoine;369;1;370
33;380;33380;Val-de-Livenne;33;380;33380;Saint-Caprais-de-Blaye;670;8;678
33;018;33018;Val de Virvée;33;495;33495;Salignac;1989;21;2010
34;246;34246;Entre-Vignes;34;246;34246;Saint-Christol;1445;22;1467
34;246;34246;Entre-Vignes;34;330;34330;Vérargues;741;15;756
35;004;35004;Val-Couesnon;35;004;35004;Antrain;1261;26;1287
35;292;35292;Saint-Marc-le-Blanc;35;011;35011;Baillé;266;7;273
35;168;35168;Val d'Anast;35;048;35048;Campel;454;10;464
35;220;35220;Piré-Chancé;35;053;35053;Chancé;322;13;335
35;062;35062;La Chapelle-Fleurigné;35;062;35062;La Chapelle-Janson;1501;33;1534
35;069;35069;Châteaugiron;35;069;35069;Châteaugiron;8383;207;8590
35;096;35096;Domagné;35;074;35074;Chaumeré;184;5;189
35;191;35191;Les Portes du Coglais;35;083;35083;Coglès;629;13;642
35;163;35163;Luitré-Dompierre;35;100;35100;Dompierre-du-Chemin;555;10;565
35;062;35062;La Chapelle-Fleurigné;35;112;35112;Fleurigné;929;20;949
35;004;35004;Val-Couesnon;35;113;35113;La Fontenelle;518;13;531
35;308;35308;Mesnil-Roc'h;35;147;35147;Lanhélin;955;15;970
35;163;35163;Luitré-Dompierre;35;163;35163;Luitré;1289;26;1315
35;168;35168;Val d'Anast;35;168;35168;Maure-de-Bretagne;3471;69;3540
35;184;35184;Montauban-de-Bretagne;35;184;35184;Montauban-de-Bretagne;5932;195;6127
35;191;35191;Les Portes du Coglais;35;191;35191;Montours;1045;19;1064
35;069;35069;Châteaugiron;35;209;35209;Ossé;1438;23;1461
35;220;35220;Piré-Chancé;35;220;35220;Piré-sur-Seiche;2855;41;2896
35;069;35069;Châteaugiron;35;254;35254;Saint-Aubin-du-Pavail;867;20;887
35;257;35257;Maen Roch;35;257;35257;Saint-Brice-en-Coglès;3110;60;3170
35;257;35257;Maen Roch;35;267;35267;Saint-Étienne-en-Coglès;1983;39;2022
35;282;35282;Rives-du-Couesnon;35;269;35269;Saint-Georges-de-Chesné;702;15;717
35;282;35282;Rives-du-Couesnon;35;282;35282;Saint-Jean-sur-Couesnon;1279;25;1304
35;292;35292;Saint-Marc-le-Blanc;35;292;35292;Saint-Marc-le-Blanc;1301;34;1335
35;282;35282;Rives-du-Couesnon;35;293;35293;Saint-Marc-sur-Couesnon;550;6;556
35;184;35184;Montauban-de-Bretagne;35;301;35301;Saint-M'Hervon;642;7;649
35;004;35004;Val-Couesnon;35;303;35303;Saint-Ouen-la-Rouërie;823;10;833
35;308;35308;Mesnil-Roc'h;35;308;35308;Saint-Pierre-de-Plesguen;3072;63;3135
35;191;35191;Les Portes du Coglais;35;323;35323;La Selle-en-Coglès;561;9;570
35;004;35004;Val-Couesnon;35;341;35341;Tremblay;1482;42;1524
35;308;35308;Mesnil-Roc'h;35;344;35344;Tressé;430;8;438
35;282;35282;Rives-du-Couesnon;35;348;35348;Vendel;388;8;396
36;070;36070;Éguzon-Chantôme;36;039;36039;Chantôme;79;3;82
36;244;36244;Villentrois-Faverolles-en-Berry;36;072;36072;Faverolles-en-Berry;324;3;327
36;229;36229;Val-Fouzon;36;151;36151;Parpeçay;214;2;216
36;229;36229;Val-Fouzon;36;183;36183;Sainte-Cécile;86;1;87
36;093;36093;Levroux;36;201;36201;Saint-Martin-de-Lamps;145;0;145
36;229;36229;Val-Fouzon;36;229;36229;Varennes-sur-Fouzon;644;12;656
36;244;36244;Villentrois-Faverolles-en-Berry;36;244;36244;Villentrois;556;8;564
36;202;36202;Saint-Maur;36;245;36245;Villers-les-Ormes;444;4;448
37;123;37123;Langeais;37;102;37102;Les Essards;147;1;148
37;254;37254;Tauxigny-Saint-Bauld;37;209;37209;Saint-Bauld;175;3;178
38;001;38001;Les Abrets en Dauphiné;38;001;38001;Les Abrets;3601;62;3663
38;297;38297;Arandon-Passins;38;014;38014;Arandon;687;10;697
38;479;38479;Porte-des-Bonnevaux;38;016;38016;Arzay;233;5;238
38;225;38225;Autrans-Méaudre en Vercors;38;021;38021;Autrans;1527;29;1556
38;022;38022;Les Avenières Veyrins-Thuellin;38;022;38022;Les Avenières;5604;105;5709
38;284;38284;Ornacieux-Balbins;38;025;38025;Balbins;458;11;469
38;001;38001;Les Abrets en Dauphiné;38;028;38028;La Bâtie-Divisin;1041;24;1065
38;073;38073;Chantepérier;38;073;38073;Chantelouve;68;2;70
38;479;38479;Porte-des-Bonnevaux;38;121;38121;Commelle;1023;17;1040
38;456;38456;Châtel-en-Trièves;38;125;38125;Cordéac;223;4;227
38;163;38163;Le Haut-Bréda;38;163;38163;La Ferrière;258;8;266
38;001;38001;Les Abrets en Dauphiné;38;165;38165;Fitilieu;2071;41;2112
38;225;38225;Autrans-Méaudre en Vercors;38;225;38225;Méaudre;1478;60;1538
38;253;38253;Les Deux Alpes;38;253;38253;Mont-de-Lans;1097;22;1119
38;479;38479;Porte-des-Bonnevaux;38;274;38274;Nantoin;468;20;488
38;284;38284;Ornacieux-Balbins;38;284;38284;Ornacieux;420;11;431
38;292;38292;Villages du Lac de Paladru;38;292;38292;Paladru;1300;34;1334
38;297;38297;Arandon-Passins;38;297;38297;Passins;1171;33;1204
38;073;38073;Chantepérier;38;302;38302;Le Périer;143;1;144
38;292;38292;Villages du Lac de Paladru;38;305;38305;Le Pin;1314;30;1344
38;163;38163;Le Haut-Bréda;38;306;38306;Pinsot;201;2;203
38;395;38395;Plateau-des-Petites-Roches;38;367;38367;Saint-Bernard;687;24;711
38;395;38395;Plateau-des-Petites-Roches;38;395;38395;Saint-Hilaire;1291;39;1330
38;395;38395;Plateau-des-Petites-Roches;38;435;38435;Saint-Pancrasse;454;11;465
38;456;38456;Châtel-en-Trièves;38;456;38456;Saint-Sébastien;268;6;274
38;479;38479;Porte-des-Bonnevaux;38;479;38479;Semons;361;10;371
38;253;38253;Les Deux Alpes;38;534;38534;Vénosc;823;14;837
38;022;38022;Les Avenières Veyrins-Thuellin;38;541;38541;Veyrins-Thuellin;2095;53;2148
39;385;39385;Neublans-Abergement;39;005;39005;Abergement-Saint-Jean;85;1;86
25;527;25527;Saint-Vit;39;012;39012;Antorpe;969;8;977
39;022;39022;Asnans-Beauvoisin;39;044;39044;Beauvoisin;186;4;190
39;576;39576;Val-Sonnette;39;064;39064;Bonnaud;60;0;60
39;199;39199;Domblans;39;075;39075;Bréry;210;7;217
39;258;39258;Grande-Rivière Château;39;115;39115;Château-des-Prés;199;2;201
39;491;39491;Coteaux du Lizon;39;186;39186;Cuttura;301;10;311
39;190;39190;Dampierre;39;190;39190;Dampierre;1186;19;1205
39;273;39273;Montlainsia;39;195;39195;Dessia;65;3;68
39;329;39329;Mièges;39;213;39213;Esserval-Combe;23;0;23
39;577;39577;Vincent-Froideville;39;243;39243;Froideville;63;2;65
39;198;39198;Dole;39;256;39256;Goux;262;9;271
39;258;39258;Grande-Rivière Château;39;258;39258;Grande-Rivière;434;15;449
39;576;39576;Val-Sonnette;39;264;39264;Grusse;181;7;188
39;273;39273;Montlainsia;39;273;39273;Lains;62;0;62
39;286;39286;Lavans-lès-Saint-Claude;39;286;39286;Lavans-lès-Saint-Claude;1745;71;1816
39;368;39368;Hauts de Bienne;39;294;39294;Lézat;185;7;192
39;329;39329;Mièges;39;329;39329;Mièges;115;1;116
39;329;39329;Mièges;39;340;39340;Molpré;27;0;27
39;273;39273;Montlainsia;39;347;39347;Montagna-le-Templier;85;2;87
39;368;39368;Hauts de Bienne;39;368;39368;Morez;4564;249;4813
39;010;39010;Andelot-Morval;39;369;39369;Morval;28;0;28
39;368;39368;Hauts de Bienne;39;371;39371;La Mouille;350;8;358
39;205;39205;Éclans-Nenon;39;383;39383;Nenon;114;5;119
39;190;39190;Dampierre;39;414;39414;Le Petit-Mercey;130;3;133
39;130;39130;Nanchez;39;417;39417;Les Piards;168;4;172
39;286;39286;Lavans-lès-Saint-Claude;39;438;39438;Ponthoux;83;0;83
39;286;39286;Lavans-lès-Saint-Claude;39;440;39440;Pratz;514;15;529
39;130;39130;Nanchez;39;442;39442;Prénovel;248;16;264
39;017;39017;Arlay;39;482;39482;Saint-Germain-lès-Arlay;422;19;441
39;491;39491;Coteaux du Lizon;39;491;39491;Saint-Lupicin;1845;73;1918
39;583;39583;Vosbles-Valfin;39;542;39542;Valfin-sur-Valouse;74;4;78
39;576;39576;Val-Sonnette;39;549;39549;Vercia;303;9;312
39;130;39130;Nanchez;39;562;39562;Villard-sur-Bienne;164;15;179
39;576;39576;Val-Sonnette;39;576;39576;Vincelles;401;10;411
39;086;39086;Cernon;39;578;39578;Viremont;28;1;29
40;197;40197;Morcenx-la-Nouvelle;40;009;40009;Arjuzanx;182;6;188
40;243;40243;Rion-des-Landes;40;048;40048;Boos;541;12;553
40;197;40197;Morcenx-la-Nouvelle;40;107;40107;Garrosse;303;8;311
40;243;40243;Rion-des-Landes;40;243;40243;Rion-des-Landes;2574;46;2620
40;197;40197;Morcenx-la-Nouvelle;40;302;40302;Sindères;180;0;180
41;248;41248;Couëtron-au-Perche;41;005;41005;Arville;93;0;93
41;171;41171;Oucques La Nouvelle;41;011;41011;Baigneaux;57;1;58
41;171;41171;Oucques La Nouvelle;41;015;41015;Beauvilliers;53;1;54
41;273;41273;Vievy-le-Rayé;41;021;41021;La Bosse;118;4;122
41;151;41151;Montrichard Val de Cher;41;023;41023;Bourré;593;12;605
41;142;41142;Valencisse;41;033;41033;Chambon-sur-Cisse;680;51;731
41;055;41055;Valloire-sur-Cisse;41;055;41055;Chouzy-sur-Cisse;2013;42;2055
41;173;41173;Beauce la Romaine;41;056;41056;La Colombe;168;4;172
41;059;41059;Le Controis-en-Sologne;41;059;41059;Contres;3632;70;3702
41;055;41055;Valloire-sur-Cisse;41;064;41064;Coulanges;309;13;322
41;070;41070;Vallée-de-Ronsard;41;070;41070;Couture-sur-Loir;432;12;444
41;273;41273;Vievy-le-Rayé;41;076;41076;Écoman;134;3;137
41;059;41059;Le Controis-en-Sologne;41;082;41082;Feings;717;11;728
41;059;41059;Le Controis-en-Sologne;41;092;41092;Fougères-sur-Bièvre;789;30;819
41;173;41173;Beauce la Romaine;41;133;41133;Membrolles;272;2;274
41;142;41142;Valencisse;41;142;41142;Molineuf;732;19;751
41;151;41151;Montrichard Val de Cher;41;151;41151;Montrichard;3048;33;3081
41;248;41248;Couëtron-au-Perche;41;165;41165;Oigny;89;5;94
41;167;41167;Veuzain-sur-Loire;41;167;41167;Onzain;3113;79;3192
41;142;41142;Valencisse;41;169;41169;Orchaise;917;26;943
41;059;41059;Le Controis-en-Sologne;41;170;41170;Ouchamps;734;25;759
41;171;41171;Oucques La Nouvelle;41;171;41171;Oucques;1446;24;1470
41;173;41173;Beauce la Romaine;41;173;41173;Ouzouer-le-Marché;1974;41;2015
41;173;41173;Beauce la Romaine;41;183;41183;Prénouvellon;254;8;262
41;248;41248;Couëtron-au-Perche;41;197;41197;Saint-Agil;276;2;278
41;248;41248;Couëtron-au-Perche;41;202;41202;Saint-Avit;95;3;98
41;171;41171;Oucques La Nouvelle;41;210;41210;Sainte-Gemmes;91;2;93
41;149;41149;Montoire-sur-le-Loir;41;227;41227;Saint-Quentin-lès-Troo;219;6;225
41;055;41055;Valloire-sur-Cisse;41;240;41240;Seillac;111;1;112
41;173;41173;Beauce la Romaine;41;244;41244;Semerville;87;0;87
